Datetime,USGS_flow,variable,USGS_ID,measurement_unit,qualifiers,series
1987-04-21,241.54167,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-04-22,278.83334,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-04-23,374.70834,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-04-24,495.5,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-04-25,548.5417,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-04-26,579.2083,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-04-27,547.7083,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-04-28,687.5833,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-04-29,783.2083,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-04-30,840.0833,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-01,889.0833,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-02,856.4583,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-03,685.7083,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-04,630.8333,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-05,691.0417,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-06,813.3333,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-07,942.5,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-08,1007.8333,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-09,913.5417,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-10,914.0417,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-11,892.8333,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-12,904.875,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-13,955.7917,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-14,976.0,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-15,952.4583,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-16,970.8333,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-17,969.5417,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-18,1057.7084,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-19,1161.25,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-20,1083.875,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-21,972.9583,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-22,839.375,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-23,727.1667,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-24,647.5,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-25,599.125,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-26,610.125,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-27,572.1667,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-28,524.5833,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-29,513.0,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-30,485.08334,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-05-31,471.375,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-01,504.375,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-02,494.58334,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-03,485.45834,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-04,516.875,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-05,543.375,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-06,550.75,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-07,546.5833,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-08,576.5833,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-09,552.125,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-10,491.5,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-11,445.95834,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-12,431.0,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-13,406.125,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-14,415.33334,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-15,397.45834,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-16,402.91666,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-17,352.0,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-18,318.875,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-19,297.20834,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-20,281.125,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-21,269.75,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-22,266.875,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-23,256.375,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-24,245.625,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-25,233.25,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-26,222.54167,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-27,214.20833,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-28,204.33333,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-29,222.20833,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-06-30,231.25,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-01,210.83333,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-02,180.41667,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-03,169.0,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-04,162.20833,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-05,154.91667,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-06,146.41667,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-07,140.16667,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-08,133.33333,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-09,130.41667,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-10,122.166664,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-11,129.5,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-12,127.583336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-13,121.083336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-14,112.208336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-15,110.5,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-16,107.416664,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-17,118.333336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-18,134.08333,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-19,115.708336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-20,109.625,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-21,123.75,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-22,158.29167,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-23,121.75,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-24,109.125,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-25,102.666664,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-26,101.75,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-27,116.041664,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-28,112.333336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-29,120.083336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-30,120.75,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-07-31,114.333336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-01,106.333336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-02,116.333336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-03,116.416664,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-04,107.083336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-05,101.083336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-06,101.333336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-07,100.666664,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-08,91.791664,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-09,85.416664,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-10,82.875,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-11,83.958336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-12,80.458336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-13,69.291664,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-14,77.708336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-15,79.625,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-16,86.166664,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-17,78.375,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-18,73.833336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-19,71.291664,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-20,69.416664,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-21,69.0,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-22,87.666664,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-23,76.625,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-24,76.291664,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-25,82.916664,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-26,75.541664,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-27,82.208336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-28,83.666664,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-29,78.583336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-30,75.708336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-08-31,71.708336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-01,70.125,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-02,68.375,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-03,68.083336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-04,74.958336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-05,73.958336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-06,69.75,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-07,68.958336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-08,67.625,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-09,66.541664,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-10,64.666664,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-11,64.458336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-12,63.583332,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-13,61.25,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-14,62.625,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-15,65.958336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-16,64.416664,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-17,64.583336,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-18,63.333332,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-19,61.666668,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-20,63.291668,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-21,61.041668,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-22,60.041668,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-23,59.375,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-24,61.583332,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-25,61.583332,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-26,60.375,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-27,59.0,streamflow,10154200,ft3/s,"['A', '[91]']",0
1987-09-28,56.541668,streamflow,10154200,ft3/s,"['A', '[91]']",0
